,DataFrame,,From Online Query on Uniprot,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
7395,ZAP70,,SLC52A2,E9PIX2,E9PIX2_HUMAN,unreviewed,"Solute carrier family 52, riboflavin transporter, member 2 (Fragment)",SLC52A2,Homo sapiens (Human),172
7396,ZAP70,,SLC52A2,E9PJC1,E9PJC1_HUMAN,unreviewed,"Solute carrier family 52, riboflavin transporter, member 2",SLC52A2,Homo sapiens (Human),111
7397,ZAP70,,SLC52A2,E9PKE4,E9PKE4_HUMAN,unreviewed,"Solute carrier family 52, riboflavin transporter, member 2 (Fragment)",SLC52A2,Homo sapiens (Human),175
7398,ZAP70,,SLC52A2,E9PPS0,E9PPS0_HUMAN,unreviewed,"Solute carrier family 52, riboflavin transporter, member 2",SLC52A2,Homo sapiens (Human),87
7399,ZAP70,,SLC52A2,E9PRC3,E9PRC3_HUMAN,unreviewed,"Solute carrier family 52, riboflavin transporter, member 2 (Fragment)",SLC52A2,Homo sapiens (Human),69
7400,CNGA3,,SLC52A2,Q9HAB3,S52A2_HUMAN,reviewed,"Solute carrier family 52, riboflavin transporter, member 2 (Porcine endogenous retrovirus A receptor 1) (PERV-A receptor 1) (Protein GPR172A) (Riboflavin transporter 3) (hRFT3)",SLC52A2 GPR172A PAR1 RFT3,Homo sapiens (Human),445
7401,CNGA3,,SLC39A4,A0A0S2Z5G2,A0A0S2Z5G2_HUMAN,unreviewed,Solute carrier family 39 member 4 isoform 2 (Fragment),SLC39A4,Homo sapiens (Human),553
7402,CNGA3,,SLC39A4,A0A0S2Z5G8,A0A0S2Z5G8_HUMAN,unreviewed,Solute carrier family 39 member 4 isoform 1 (Fragment),SLC39A4,Homo sapiens (Human),647
7403,CNGA3,,SLC39A4,E9PQ16,E9PQ16_HUMAN,unreviewed,Zinc transporter ZIP4 (Fragment),SLC39A4,Homo sapiens (Human),184
7404,CNGA3,,SLC39A4,Q6P5W5,S39A4_HUMAN,reviewed,Zinc transporter ZIP4 (Solute carrier family 39 member 4) (Zrt- and Irt-like protein 4) (ZIP-4),SLC39A4 ZIP4,Homo sapiens (Human),647
7405,CNGA3,,FOXH1,O75593,FOXH1_HUMAN,reviewed,Forkhead box protein H1 (Forkhead activin signal transducer 1) (Fast-1) (hFAST-1) (Forkhead activin signal transducer 2) (Fast-2),FOXH1 FAST1 FAST2,Homo sapiens (Human),365
7406,CNGA3,,FOXH1,Q6P0Y2,Q6P0Y2_HUMAN,unreviewed,FOXH1 protein (Fragment),FOXH1,Homo sapiens (Human),254
7407,CNGA3,,RECQL4,A0A087WTJ0,A0A087WTJ0_HUMAN,unreviewed,ATP-dependent DNA helicase Q4 (Fragment),RECQL4,Homo sapiens (Human),293
7408,CNGA3,,RECQL4,A0A087X072,A0A087X072_HUMAN,unreviewed,ATP-dependent DNA helicase Q4,RECQL4,Homo sapiens (Human),851
7409,CNGA3,,RECQL4,O94761,RECQ4_HUMAN,reviewed,"ATP-dependent DNA helicase Q4 (EC 3.6.4.12) (DNA helicase, RecQ-like type 4) (RecQ4) (RTS) (RecQ protein-like 4)",RECQL4 RECQ4,Homo sapiens (Human),1208
7410,FHL2,,RECQL4,V9GY28,V9GY28_HUMAN,unreviewed,ATP-dependent DNA helicase Q4 (Fragment),RECQL4,Homo sapiens (Human),15
7411,FHL2,,RECQL4,V9GY60,V9GY60_HUMAN,unreviewed,ATP-dependent DNA helicase Q4 (Fragment),RECQL4,Homo sapiens (Human),37
7412,FHL2,,RECQL4,V9GYA3,V9GYA3_HUMAN,unreviewed,ATP-dependent DNA helicase Q4 (Fragment),RECQL4,Homo sapiens (Human),352
7413,FHL2,,RECQL4,V9GYB6,V9GYB6_HUMAN,unreviewed,ATP-dependent DNA helicase Q4 (Fragment),RECQL4,Homo sapiens (Human),229
7414,FHL2,,RECQL4,V9GZ64,V9GZ64_HUMAN,unreviewed,ATP-dependent DNA helicase Q4 (Fragment),RECQL4,Homo sapiens (Human),389
7415,FHL2,,RECQL4,X2JEV0,X2JEV0_HUMAN,unreviewed,RecQ protein-like 4 (Fragment),RECQL4,Homo sapiens (Human),991
7416,FHL2,,DOCK8,A0A2X0SFD1,A0A2X0SFD1_HUMAN,unreviewed,DOCK8 (Fragment),DOCK8,Homo sapiens (Human),2033
7417,FHL2,,DOCK8,A2A369,A2A369_HUMAN,unreviewed,Dedicator of cytokinesis protein 8,DOCK8,Homo sapiens (Human),1566
7418,FHL2,,DOCK8,A2A370,A2A370_HUMAN,unreviewed,Dedicator of cytokinesis protein 8,DOCK8,Homo sapiens (Human),439
7419,FHL2,,DOCK8,C9J613,C9J613_HUMAN,unreviewed,Dedicator of cytokinesis protein 8 (Fragment),DOCK8,Homo sapiens (Human),66
7420,FHL2,,DOCK8,C9J7A3,C9J7A3_HUMAN,unreviewed,Dedicator of cytokinesis protein 8 (Fragment),DOCK8,Homo sapiens (Human),107
7421,FHL2,,DOCK8,D3DRH1,D3DRH1_HUMAN,unreviewed,"Dedicator of cytokinesis 8, isoform CRA_a",DOCK8 hCG_2011512,Homo sapiens (Human),2031
7422,SLC5A7,,DOCK8,E2J6M5,E2J6M5_HUMAN,unreviewed,Dedicator of cytokinesis 8 (Fragment),DOCK8,Homo sapiens (Human),113
7423,SLC5A7,,DOCK8,E2J6M6,E2J6M6_HUMAN,unreviewed,Dedicator of cytokinesis 8 (Fragment),DOCK8,Homo sapiens (Human),922
7424,RANBP2,,DOCK8,E9PDJ4,E9PDJ4_HUMAN,unreviewed,Dedicator of cytokinesis protein 8,DOCK8,Homo sapiens (Human),502
7425,RANBP2,,DOCK8,E9PHZ4,E9PHZ4_HUMAN,unreviewed,Dedicator of cytokinesis protein 8,DOCK8,Homo sapiens (Human),50
7426,RANBP2,,DOCK8,F8WC95,F8WC95_HUMAN,unreviewed,Dedicator of cytokinesis protein 8,DOCK8,Homo sapiens (Human),66
7427,RANBP2,,DOCK8,Q86XD0,Q86XD0_HUMAN,unreviewed,DOCK8 protein,DOCK8,Homo sapiens (Human),502
7428,RANBP2,,DOCK8,Q8NF50,DOCK8_HUMAN,reviewed,Dedicator of cytokinesis protein 8,DOCK8,Homo sapiens (Human),2099
7429,RANBP2,,KANK1,Q14678,KANK1_HUMAN,reviewed,KN motif and ankyrin repeat domain-containing protein 1 (Ankyrin repeat domain-containing protein 15) (Kidney ankyrin repeat-containing protein),KANK1 ANKRD15 KANK KIAA0172,Homo sapiens (Human),1352
7430,RANBP2,,KANK1,Q5W0W2,Q5W0W2_HUMAN,unreviewed,KN motif and ankyrin repeat domain-containing protein 1 (Fragment),KANK1,Homo sapiens (Human),283
7431,RANBP2,,KANK1,Q5W0W3,Q5W0W3_HUMAN,unreviewed,KN motif and ankyrin repeat domain-containing protein 1 (Fragment),KANK1,Homo sapiens (Human),352
7432,RANBP2,,KANK1,Q6PIB3,Q6PIB3_HUMAN,unreviewed,KN motif and ankyrin repeat domains 1,KANK1,Homo sapiens (Human),1194
7433,RANBP2,,KANK1,Q8WUM7,Q8WUM7_HUMAN,unreviewed,KANK1 protein (Fragment),KANK1,Homo sapiens (Human),784
7434,RANBP2,,SMARCA2,A0A0A0MSS5,A0A0A0MSS5_HUMAN,unreviewed,Probable global transcription activator SNF2L2 (Fragment),SMARCA2,Homo sapiens (Human),182
7435,RANBP2,,SMARCA2,A0A0A0MT03,A0A0A0MT03_HUMAN,unreviewed,Probable global transcription activator SNF2L2 (Fragment),SMARCA2,Homo sapiens (Human),215
7436,RANBP2,,SMARCA2,A0A0U1RQE1,A0A0U1RQE1_HUMAN,unreviewed,Probable global transcription activator SNF2L2 (Fragment),SMARCA2,Homo sapiens (Human),228
7437,RANBP2,,SMARCA2,A0A0U1RQP3,A0A0U1RQP3_HUMAN,unreviewed,Probable global transcription activator SNF2L2,SMARCA2,Homo sapiens (Human),98
7438,RANBP2,,SMARCA2,A0A0U1RQS1,A0A0U1RQS1_HUMAN,unreviewed,Probable global transcription activator SNF2L2 (Fragment),SMARCA2,Homo sapiens (Human),62
7439,RANBP2,,SMARCA2,A0A0U1RQU0,A0A0U1RQU0_HUMAN,unreviewed,Probable global transcription activator SNF2L2 (Fragment),SMARCA2,Homo sapiens (Human),200
7440,RANBP2,,SMARCA2,A0A0U1RQW7,A0A0U1RQW7_HUMAN,unreviewed,Probable global transcription activator SNF2L2 (Fragment),SMARCA2,Homo sapiens (Human),229
7441,RANBP2,,SMARCA2,A0A0U1RQX3,A0A0U1RQX3_HUMAN,unreviewed,Probable global transcription activator SNF2L2 (Fragment),SMARCA2,Homo sapiens (Human),245
7442,RANBP2,,SMARCA2,A0A0U1RQZ9,A0A0U1RQZ9_HUMAN,unreviewed,Probable global transcription activator SNF2L2,SMARCA2,Homo sapiens (Human),1428
7443,RANBP2,,SMARCA2,A0A0U1RR09,A0A0U1RR09_HUMAN,unreviewed,Probable global transcription activator SNF2L2 (Fragment),SMARCA2,Homo sapiens (Human),202
7444,RANBP2,,SMARCA2,A0A0U1RR26,A0A0U1RR26_HUMAN,unreviewed,Probable global transcription activator SNF2L2,SMARCA2,Homo sapiens (Human),260
7445,RANBP2,,SMARCA2,A0A0U1RR45,A0A0U1RR45_HUMAN,unreviewed,Probable global transcription activator SNF2L2 (Fragment),SMARCA2,Homo sapiens (Human),58
7446,RANBP2,,SMARCA2,A0A0U1RR83,A0A0U1RR83_HUMAN,unreviewed,Probable global transcription activator SNF2L2 (Fragment),SMARCA2,Homo sapiens (Human),244
7447,RANBP2,,SMARCA2,A0A0U1RRD6,A0A0U1RRD6_HUMAN,unreviewed,Probable global transcription activator SNF2L2 (Fragment),SMARCA2,Homo sapiens (Human),149
7448,RANBP2,,SMARCA2,A0A0U1RRF5,A0A0U1RRF5_HUMAN,unreviewed,Probable global transcription activator SNF2L2 (Fragment),SMARCA2,Homo sapiens (Human),38
7449,RANBP2,,SMARCA2,A0A0U1RRF8,A0A0U1RRF8_HUMAN,unreviewed,Probable global transcription activator SNF2L2 (Fragment),SMARCA2,Homo sapiens (Human),169
7450,RANBP2,,SMARCA2,A0A0U1RRG6,A0A0U1RRG6_HUMAN,unreviewed,Probable global transcription activator SNF2L2 (Fragment),SMARCA2,Homo sapiens (Human),270
7451,RANBP2,,SMARCA2,A0A0U1RRJ4,A0A0U1RRJ4_HUMAN,unreviewed,Probable global transcription activator SNF2L2 (Fragment),SMARCA2,Homo sapiens (Human),68
7452,EDAR,,SMARCA2,A0A0U1RRJ8,A0A0U1RRJ8_HUMAN,unreviewed,Probable global transcription activator SNF2L2 (Fragment),SMARCA2,Homo sapiens (Human),57
7453,EDAR,,SMARCA2,A0A0U1RRN2,A0A0U1RRN2_HUMAN,unreviewed,Probable global transcription activator SNF2L2 (Fragment),SMARCA2,Homo sapiens (Human),231
7454,EDAR,,SMARCA2,A0A1B0GTC9,A0A1B0GTC9_HUMAN,unreviewed,Probable global transcription activator SNF2L2 (Fragment),SMARCA2,Homo sapiens (Human),9
7455,EDAR,,SMARCA2,A0A1B0GU54,A0A1B0GU54_HUMAN,unreviewed,Probable global transcription activator SNF2L2,SMARCA2,Homo sapiens (Human),288
7456,EDAR,,SMARCA2,A0A1B0GUV6,A0A1B0GUV6_HUMAN,unreviewed,Probable global transcription activator SNF2L2 (Fragment),SMARCA2,Homo sapiens (Human),37
7457,EDAR,,SMARCA2,A0A1B0GWA8,A0A1B0GWA8_HUMAN,unreviewed,Probable global transcription activator SNF2L2,SMARCA2,Homo sapiens (Human),279
7458,EDAR,,SMARCA2,A0A1W2PS06,A0A1W2PS06_HUMAN,unreviewed,Probable global transcription activator SNF2L2 (Fragment),SMARCA2,Homo sapiens (Human),271
7459,EDAR,,SMARCA2,B1ALF6,B1ALF6_HUMAN,unreviewed,Probable global transcription activator SNF2L2,SMARCA2,Homo sapiens (Human),278
7460,EDAR,,SMARCA2,B1ALG1,B1ALG1_HUMAN,unreviewed,"Probable global transcription activator SNF2L2 (cDNA FLJ59976, highly similar to Probable global transcription activator SNF2L2)",SMARCA2,Homo sapiens (Human),236
7461,EDAR,,SMARCA2,B1ALG2,B1ALG2_HUMAN,unreviewed,Probable global transcription activator SNF2L2,SMARCA2,Homo sapiens (Human),254
7462,EDAR,,SMARCA2,B4DNT1,B4DNT1_HUMAN,unreviewed,"Probable global transcription activator SNF2L2 (cDNA FLJ61143, highly similar to Probable global transcription activator SNF2L2)",SMARCA2,Homo sapiens (Human),276
7463,EDAR,,SMARCA2,F6RS74,F6RS74_HUMAN,unreviewed,Probable global transcription activator SNF2L2 (Fragment),SMARCA2,Homo sapiens (Human),193
7464,EDAR,,SMARCA2,F6T8Q0,F6T8Q0_HUMAN,unreviewed,Probable global transcription activator SNF2L2,SMARCA2,Homo sapiens (Human),248
7465,NPHP1,,SMARCA2,F6UH26,F6UH26_HUMAN,unreviewed,Probable global transcription activator SNF2L2 (Fragment),SMARCA2,Homo sapiens (Human),192
7466,NPHP1,,SMARCA2,F6VDE0,F6VDE0_HUMAN,unreviewed,Probable global transcription activator SNF2L2,SMARCA2,Homo sapiens (Human),1514
7467,NPHP1,,SMARCA2,F6XE55,F6XE55_HUMAN,unreviewed,Probable global transcription activator SNF2L2 (Fragment),SMARCA2,Homo sapiens (Human),228
7468,NPHP1,,SMARCA2,P51531,SMCA2_HUMAN,reviewed,Probable global transcription activator SNF2L2 (EC 3.6.4.-) (ATP-dependent helicase SMARCA2) (BRG1-associated factor 190B) (BAF190B) (Protein brahma homolog) (hBRM) (SNF2-alpha) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2),SMARCA2 BAF190B BRM SNF2A SNF2L2,Homo sapiens (Human),1590
7469,NPHP1,,SMARCA2,Q56A76,Q56A76_HUMAN,unreviewed,SMARCA2 protein (Fragment),SMARCA2,Homo sapiens (Human),298
7470,NPHP1,,VLDLR,P98155,VLDLR_HUMAN,reviewed,Very low-density lipoprotein receptor (VLDL receptor) (VLDL-R),VLDLR,Homo sapiens (Human),873
7471,NPHP1,,VLDLR,Q5VVF5,Q5VVF5_HUMAN,unreviewed,"Very low density lipoprotein receptor (Very low density lipoprotein receptor, isoform CRA_a)",VLDLR hCG_27927,Homo sapiens (Human),845
7472,NPHP1,,VLDLR,Q5VVF8,Q5VVF8_HUMAN,unreviewed,Very low-density lipoprotein receptor (Fragment),VLDLR,Homo sapiens (Human),173
7473,NPHP1,,KCNV2,Q8TDN2,KCNV2_HUMAN,reviewed,Potassium voltage-gated channel subfamily V member 2 (Voltage-gated potassium channel subunit Kv8.2),KCNV2,Homo sapiens (Human),545
7474,NPHP1,,GLIS3,A0A0S2Z649,A0A0S2Z649_HUMAN,unreviewed,GLIS family zinc finger 3 isoform 2,GLIS3,Homo sapiens (Human),738
7475,NPHP1,,GLIS3,A0A0S2Z689,A0A0S2Z689_HUMAN,unreviewed,GLIS family zinc finger 3 isoform 1 (Fragment),GLIS3,Homo sapiens (Human),775
7476,NPHP1,,GLIS3,A0A0S2Z6Q5,A0A0S2Z6Q5_HUMAN,unreviewed,GLIS family zinc finger 3 isoform 3 (Fragment),GLIS3,Homo sapiens (Human),258
7477,NPHP1,,GLIS3,A0A2R8YEK9,A0A2R8YEK9_HUMAN,unreviewed,Zinc finger protein GLIS3,GLIS3,Homo sapiens (Human),56
7478,NPHP1,,GLIS3,F8WEV9,F8WEV9_HUMAN,unreviewed,Zinc finger protein GLIS3,GLIS3,Homo sapiens (Human),142
7479,NPHP1,,GLIS3,Q1PHI1,Q1PHI1_HUMAN,unreviewed,GLIS family zinc finger 3 transcript variant TS22 (Fragment),GLIS3,Homo sapiens (Human),40
7480,NPHP1,,GLIS3,Q1PHI2,Q1PHI2_HUMAN,unreviewed,GLIS family zinc finger 3 transcript variant TS21 (Fragment),GLIS3,Homo sapiens (Human),132
7481,NPHP1,,GLIS3,Q1PHI3,Q1PHI3_HUMAN,unreviewed,GLIS family zinc finger 3 transcript variant TS14 (GLIS family zinc finger 3 transcript variant TS15) (GLIS family zinc finger 3 transcript variant TS16) (GLIS family zinc finger 3 transcript variant TS17) (GLIS family zinc finger 3 transcript variant TS18) (GLIS family zinc finger 3 transcript variant TS19) (GLIS family zinc finger 3 transcript variant TS20) (Fragment),GLIS3,Homo sapiens (Human),22
7482,NPHP1,,GLIS3,Q1PHJ0,Q1PHJ0_HUMAN,unreviewed,GLIS family zinc finger 3 transcript variant TS13 (Fragment),GLIS3,Homo sapiens (Human),51
7483,NPHP1,,GLIS3,Q1PHJ1,Q1PHJ1_HUMAN,unreviewed,GLIS family zinc finger 3 transcript variant TS12 (Fragment),GLIS3,Homo sapiens (Human),119
7484,NPHP1,,GLIS3,Q1PHJ2,Q1PHJ2_HUMAN,unreviewed,GLIS family zinc finger 3 transcript variant TS10 (GLIS family zinc finger 3 transcript variant TS11) (GLIS family zinc finger 3 transcript variant TS7) (GLIS family zinc finger 3 transcript variant TS8) (GLIS family zinc finger 3 transcript variant TS9) (Zinc finger protein GLIS3) (Fragment),GLIS3,Homo sapiens (Human),89
7485,NPHP1,,GLIS3,Q1PHJ7,Q1PHJ7_HUMAN,unreviewed,GLIS family zinc finger 3 transcript variant TS6 (Fragment),GLIS3,Homo sapiens (Human),194
7486,NPHP1,,GLIS3,Q1PHJ8,Q1PHJ8_HUMAN,unreviewed,GLIS family zinc finger 3 transcript variant TS2 (GLIS family zinc finger 3 transcript variant TS3) (GLIS family zinc finger 3 transcript variant TS4) (GLIS family zinc finger 3 transcript variant TS5) (Zinc finger protein GLIS3) (Fragment),GLIS3,Homo sapiens (Human),244
7487,NPHP1,,GLIS3,Q1PHK2,Q1PHK2_HUMAN,unreviewed,GLIS family zinc finger 3 transcript variant TE2 (Fragment),GLIS3,Homo sapiens (Human),248
7488,NPHP1,,GLIS3,Q1PHK3,Q1PHK3_HUMAN,unreviewed,GLIS family zinc finger 3 transcript variant TE1 (Fragment),GLIS3,Homo sapiens (Human),350
7489,MERTK,,GLIS3,Q1PHK4,Q1PHK4_HUMAN,unreviewed,GLIS family zinc finger 3 transcript variant TS1,GLIS3,Homo sapiens (Human),438
7490,MERTK,,GLIS3,Q8NEA6,GLIS3_HUMAN,reviewed,Zinc finger protein GLIS3 (GLI-similar 3) (Zinc finger protein 515),GLIS3 ZNF515,Homo sapiens (Human),775
7491,MERTK,,JAK2,A0A1B0GTR9,A0A1B0GTR9_HUMAN,unreviewed,Tyrosine-protein kinase (EC 2.7.10.2) (Fragment),JAK2,Homo sapiens (Human),710
7492,MERTK,,JAK2,A0A1B0GVR5,A0A1B0GVR5_HUMAN,unreviewed,Tyrosine-protein kinase JAK2 (Fragment),JAK2,Homo sapiens (Human),26
7493,MERTK,,JAK2,A9QVL8,A9QVL8_HUMAN,unreviewed,Janus kinase 2 (Fragment),JAK2,Homo sapiens (Human),40
7494,MERTK,,JAK2,O60674,JAK2_HUMAN,reviewed,Tyrosine-protein kinase JAK2 (EC 2.7.10.2) (Janus kinase 2) (JAK-2),JAK2,Homo sapiens (Human),1132
7495,MERTK,,JAK2,Q506Q0,Q506Q0_HUMAN,unreviewed,Tyrosine-protein kinase (EC 2.7.10.2),JAK2,Homo sapiens (Human),1132
7496,MERTK,,JAK2,Q52R86,Q52R86_HUMAN,unreviewed,Janus kinase 2 (Fragment),JAK2,Homo sapiens (Human),29
7497,IL36RN,,JAK2,Q8IXP2,Q8IXP2_HUMAN,unreviewed,Tyrosine-protein kinase (EC 2.7.10.2),JAK2,Homo sapiens (Human),1129
7498,IL36RN,,GLDC,A0A1W2PP74,A0A1W2PP74_HUMAN,unreviewed,"Glycine dehydrogenase (decarboxylating), mitochondrial",GLDC,Homo sapiens (Human),420
7499,IL1RN,,GLDC,A0A1W2PPB1,A0A1W2PPB1_HUMAN,unreviewed,"Glycine dehydrogenase (decarboxylating), mitochondrial",GLDC,Homo sapiens (Human),254
7500,IL1RN,,GLDC,A0A1W2PPD7,A0A1W2PPD7_HUMAN,unreviewed,"Glycine dehydrogenase (decarboxylating), mitochondrial (Fragment)",GLDC,Homo sapiens (Human),64
7501,IL1RN,,GLDC,A0A1W2PPE1,A0A1W2PPE1_HUMAN,unreviewed,"Glycine dehydrogenase (decarboxylating), mitochondrial (Fragment)",GLDC,Homo sapiens (Human),164
7502,IL1RN,,GLDC,A0A1W2PPG0,A0A1W2PPG0_HUMAN,unreviewed,"Glycine dehydrogenase (decarboxylating), mitochondrial (Fragment)",GLDC,Homo sapiens (Human),55
7503,PAX8,,GLDC,A0A1W2PPH6,A0A1W2PPH6_HUMAN,unreviewed,"Glycine dehydrogenase (decarboxylating), mitochondrial (Fragment)",GLDC,Homo sapiens (Human),140
7504,GLI2,,GLDC,A0A1W2PPK8,A0A1W2PPK8_HUMAN,unreviewed,"Glycine dehydrogenase (decarboxylating), mitochondrial (Fragment)",GLDC,Homo sapiens (Human),103
7505,GLI2,,GLDC,A0A1W2PQU6,A0A1W2PQU6_HUMAN,unreviewed,"Glycine dehydrogenase (decarboxylating), mitochondrial",GLDC,Homo sapiens (Human),106
7506,GLI2,,GLDC,A0A1W2PQV3,A0A1W2PQV3_HUMAN,unreviewed,"Glycine dehydrogenase (decarboxylating), mitochondrial",GLDC,Homo sapiens (Human),388
7507,GLI2,,GLDC,P23378,GCSP_HUMAN,reviewed,"Glycine dehydrogenase (decarboxylating), mitochondrial (EC 1.4.4.2) (Glycine cleavage system P protein) (Glycine decarboxylase) (Glycine dehydrogenase (aminomethyl-transferring))",GLDC GCSP,Homo sapiens (Human),1020
7508,GLI2,,TYRP1,C9JZ52,C9JZ52_HUMAN,unreviewed,"5,6-dihydroxyindole-2-carboxylic acid oxidase (Fragment)",TYRP1,Homo sapiens (Human),102
7509,GLI2,,TYRP1,E7EQI3,E7EQI3_HUMAN,unreviewed,"5,6-dihydroxyindole-2-carboxylic acid oxidase",TYRP1,Homo sapiens (Human),247
7510,GLI2,,TYRP1,P17643,TYRP1_HUMAN,reviewed,"5,6-dihydroxyindole-2-carboxylic acid oxidase (DHICA oxidase) (EC 1.14.18.-) (Catalase B) (Glycoprotein 75) (Melanoma antigen gp75) (Tyrosinase-related protein 1) (TRP) (TRP-1) (TRP1)",TYRP1 CAS2 TYRP TYRRP,Homo sapiens (Human),537
7511,GLI2,,TYRP1,Q6LES1,Q6LES1_HUMAN,unreviewed,TYRP1 protein (Fragment),TYRP1,Homo sapiens (Human),527
7512,GLI2,,MPDZ,A0A075B6R8,A0A075B6R8_HUMAN,unreviewed,Multiple PDZ domain protein (Fragment),MPDZ,Homo sapiens (Human),611
7513,GLI2,,MPDZ,B7ZB24,B7ZB24_HUMAN,unreviewed,"Multiple PDZ domain protein (cDNA, FLJ79388, highly similar to Multiple PDZ domain protein)",MPDZ,Homo sapiens (Human),929
7514,GLI2,,MPDZ,F5H1U9,F5H1U9_HUMAN,unreviewed,Multiple PDZ domain protein,MPDZ,Homo sapiens (Human),2084
7515,GLI2,,MPDZ,F5H8D6,F5H8D6_HUMAN,unreviewed,Multiple PDZ domain protein (Fragment),MPDZ,Homo sapiens (Human),128
7516,GLI2,,MPDZ,F8WDQ8,F8WDQ8_HUMAN,unreviewed,Multiple PDZ domain protein (Fragment),MPDZ,Homo sapiens (Human),191
7517,GLI2,,MPDZ,H0YF96,H0YF96_HUMAN,unreviewed,Multiple PDZ domain protein (Fragment),MPDZ,Homo sapiens (Human),34
7518,GLI2,,MPDZ,H0YFZ6,H0YFZ6_HUMAN,unreviewed,Multiple PDZ domain protein (Fragment),MPDZ,Homo sapiens (Human),30
7519,GLI2,,MPDZ,H0YGQ3,H0YGQ3_HUMAN,unreviewed,Multiple PDZ domain protein (Fragment),MPDZ,Homo sapiens (Human),1006
7520,GLI2,,MPDZ,H0YH70,H0YH70_HUMAN,unreviewed,Multiple PDZ domain protein (Fragment),MPDZ,Homo sapiens (Human),95
7521,GLI2,,MPDZ,H3BM19,H3BM19_HUMAN,unreviewed,Multiple PDZ domain protein (Fragment),MPDZ,Homo sapiens (Human),79
7522,GLI2,,MPDZ,O75970,MPDZ_HUMAN,reviewed,Multiple PDZ domain protein (Multi-PDZ domain protein 1),MPDZ MUPP1,Homo sapiens (Human),2070
7523,GLI2,,FREM1,F8WE85,F8WE85_HUMAN,unreviewed,FRAS1-related extracellular matrix protein 1,FREM1,Homo sapiens (Human),1335
7524,GLI2,,FREM1,Q5H8C1,FREM1_HUMAN,reviewed,FRAS1-related extracellular matrix protein 1 (Protein QBRICK),FREM1 C9orf143 C9orf145 C9orf154,Homo sapiens (Human),2179
7525,GLI2,,BNC2,A0A1B0GX98,A0A1B0GX98_HUMAN,unreviewed,Zinc finger protein basonuclin-2 (Fragment),BNC2,Homo sapiens (Human),294
7526,GLI2,,BNC2,B1APH0,B1APH0_HUMAN,unreviewed,Zinc finger protein basonuclin-2,BNC2,Homo sapiens (Human),1032
7527,GLI2,,BNC2,F5H586,F5H586_HUMAN,unreviewed,Zinc finger protein basonuclin-2,BNC2,Homo sapiens (Human),729
7528,GLI2,,BNC2,H0Y4J1,H0Y4J1_HUMAN,unreviewed,Zinc finger protein basonuclin-2 (Fragment),BNC2,Homo sapiens (Human),327
7529,GLI2,,BNC2,H0Y6W5,H0Y6W5_HUMAN,unreviewed,Zinc finger protein basonuclin-2 (Fragment),BNC2,Homo sapiens (Human),860
7530,GLI2,,BNC2,Q06HB5,Q06HB5_HUMAN,unreviewed,Basonuclin 2 (Fragment),BNC2,Homo sapiens (Human),86
7531,GLI2,,BNC2,Q06HB6,Q06HB6_HUMAN,unreviewed,Basonuclin 2 (Fragment),BNC2,Homo sapiens (Human),82
7532,GLI2,,BNC2,Q06HB7,Q06HB7_HUMAN,unreviewed,Basonuclin 2 (Fragment),BNC2,Homo sapiens (Human),64
7533,GLI2,,BNC2,Q06HB8,Q06HB8_HUMAN,unreviewed,Basonuclin 2 (Fragment),BNC2,Homo sapiens (Human),95
7534,GLI2,,BNC2,Q06HB9,Q06HB9_HUMAN,unreviewed,Basonuclin 2 (Zinc finger protein basonuclin-2) (Fragment),BNC2,Homo sapiens (Human),245
7535,GLI2,,BNC2,Q06HC0,Q06HC0_HUMAN,unreviewed,Basonuclin 2 (Fragment),BNC2,Homo sapiens (Human),12
7536,GLI2,,BNC2,Q06HC1,Q06HC1_HUMAN,unreviewed,Basonuclin 2 (Fragment),BNC2,Homo sapiens (Human),401
7537,GLI2,,BNC2,Q06HC2,Q06HC2_HUMAN,unreviewed,Basonuclin 2 (Fragment),BNC2,Homo sapiens (Human),295
7538,GLI2,,BNC2,Q06HC3,Q06HC3_HUMAN,unreviewed,Basonuclin 2 (Fragment),BNC2,Homo sapiens (Human),387
7539,GLI2,,BNC2,Q06HC4,Q06HC4_HUMAN,unreviewed,Basonuclin 2 (Fragment),BNC2,Homo sapiens (Human),410
7540,BIN1,,BNC2,Q06HC5,Q06HC5_HUMAN,unreviewed,Basonuclin 2 (Fragment),BNC2,Homo sapiens (Human),9
7541,BIN1,,BNC2,Q06HC6,Q06HC6_HUMAN,unreviewed,Basonuclin 2 (Fragment),BNC2,Homo sapiens (Human),46
7542,BIN1,,BNC2,Q06HC7,Q06HC7_HUMAN,unreviewed,Basonuclin 2 (Zinc finger protein basonuclin-2) (Fragment),BNC2,Homo sapiens (Human),40
7543,BIN1,,BNC2,Q6ZN30,BNC2_HUMAN,reviewed,Zinc finger protein basonuclin-2,BNC2,Homo sapiens (Human),1099
7544,BIN1,,BNC2,S4R351,S4R351_HUMAN,unreviewed,Zinc finger protein basonuclin-2 (Fragment),BNC2,Homo sapiens (Human),121
7545,BIN1,,BNC2,S4R3K9,S4R3K9_HUMAN,unreviewed,Zinc finger protein basonuclin-2 (Fragment),BNC2,Homo sapiens (Human),109
7546,BIN1,,BNC2,S4R3R8,S4R3R8_HUMAN,unreviewed,Zinc finger protein basonuclin-2 (Fragment),BNC2,Homo sapiens (Human),164
